race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202604020105,3歳以上1勝クラス,芝,1800,良,1,1,スワローシチー,牡4,58.0,田辺,美浦相沢,,---.-,2022106150,01075,01020
202604020105,3歳以上1勝クラス,芝,1800,良,2,2,コスモナエマ,牝3,51.0,△石神道,美浦手塚久,,---.-,2023106443,01209,01038
202604020105,3歳以上1勝クラス,芝,1800,良,3,3,メイショウキンタイ,牡4,55.0,▲佐藤,栗東高橋亮,,---.-,2022100068,01207,01136
202604020105,3歳以上1勝クラス,芝,1800,良,4,4,ケイツールピア,牝5,53.0,▲石田,美浦蛯名利,,---.-,2021101801,01203,01131
202604020105,3歳以上1勝クラス,芝,1800,良,5,5,フィールドノート,牡4,58.0,戸崎圭,美浦木村,,---.-,2022107186,05386,01126
202604020105,3歳以上1勝クラス,芝,1800,良,6,6,カリーン,牝4,56.0,大野,美浦蛯名正,,---.-,2022105532,01096,01191
202604020105,3歳以上1勝クラス,芝,1800,良,6,7,オルグジェシダ,牝4,56.0,丸山,美浦宮田,,---.-,2022104875,01127,01175
202604020105,3歳以上1勝クラス,芝,1800,良,7,8,トラストモアリズム,牝4,54.0,◇今村,美浦高橋文,,---.-,2022101620,01193,01134
202604020105,3歳以上1勝クラス,芝,1800,良,7,9,リアルセンター,牝5,56.0,原,美浦千葉,,---.-,2021103518,01184,01199
202604020105,3歳以上1勝クラス,芝,1800,良,8,10,ヴァリスマリネリス,牝3,53.0,荻野極,美浦中舘,,---.-,2023103356,01160,01153
202604020105,3歳以上1勝クラス,芝,1800,良,8,11,キシダンチョウ,牡3,55.0,石川,栗東吉岡,,---.-,2023106960,01150,01176
