race_id,race_name,surface,distance_m,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202610020703,3歳未勝利,ダート,1000,1,1,シュタルク,牡3,57.0,田口 貫太,栗東河嶋 宏樹,,---.-,2023106662,01208,01198
202610020703,3歳未勝利,ダート,1000,2,2,サトノロザリー,牝3,55.0,団野 大成,栗東斉藤 崇史,,---.-,2023107009,01180,01151
202610020703,3歳未勝利,ダート,1000,3,3,スズカローズキング,牡3,57.0,飛田 愛斗,栗東橋田 宜長,,---.-,2023104930,05609,01218
202610020703,3歳未勝利,ダート,1000,3,4,ノボリスマイル,牝3,55.0,太宰 啓介,栗東石橋 守,,---.-,2023102020,01037,01140
202610020703,3歳未勝利,ダート,1000,4,5,モズオサキニ,牝3,55.0,吉村 誠之助,栗東杉山 佳明,,---.-,2023101523,01216,01178
202610020703,3歳未勝利,ダート,1000,4,6,ハーブドーレ,牝3,55.0,城戸 義政,栗東荒川 義之,,---.-,2023100309,01147,01095
202610020703,3歳未勝利,ダート,1000,5,7,メイショウマドンナ,牝3,52.0,▲森田 誠也,栗東荒川 義之,,---.-,2023104999,01222,01095
202610020703,3歳未勝利,ダート,1000,5,8,トラステッド,牝3,53.0,◇永島 まなみ,栗東宮本 博,,---.-,2023104982,01187,01073
202610020703,3歳未勝利,ダート,1000,6,9,ワカワカ,牝3,55.0,藤懸 貴志,栗東牧田 和弥,,---.-,2023107503,01138,01123
202610020703,3歳未勝利,ダート,1000,6,10,メイショウボンテン,牡3,55.0,△柴田 裕一郎,栗東飯田 祐史,,---.-,2023106572,01212,01139
202610020703,3歳未勝利,ダート,1000,7,11,アルムアポジェ,牝3,53.0,◇今村 聖奈,栗東北出 成人,,---.-,2023104328,01193,01078
202610020703,3歳未勝利,ダート,1000,7,12,アルウラメファ,牝3,54.0,☆田山 旺佑,栗東牧浦 充徳,,---.-,2023101439,01220,01113
202610020703,3歳未勝利,ダート,1000,8,13,ディアデムドール,牝3,55.0,松若 風馬,栗東今野 貞一,,---.-,2023103285,01154,01128
202610020703,3歳未勝利,ダート,1000,8,14,メイワキラリ,牡3,57.0,鮫島 良太,栗東河嶋 宏樹,,---.-,2023103746,01099,01198
